questionId,sourceQuestionId,currentTopic,correctMasterTopicId,correctMasterTopicName,mappingStatus,mappingReason
"Q-00061","10020","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00062","10022","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00063","10023","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00064","10024","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00065","10025","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00066","10026","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00067","10027","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00068","10029","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00069","10030","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00070","10031","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00071","10074","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00072","10083","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00073","10085","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00074","10088","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00075","10103","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00076","10121","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00077","10216","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00078","10218","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact tests Gurjara-Pratihara rulers, genealogy, and achievements."
"Q-00079","10241","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00080","10253","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00081","20108","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00082","10277","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00083","10287","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00084","10294","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00085","10308","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00086","10337","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00087","20129","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00088","10830","गुर्जर-प्रतिहार वंश",44,"गुर्जर-प्रतिहार वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 44 (गुर्जर-प्रतिहार वंश)."
"Q-00089","9641","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00090","9677","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00091","9681","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00092","9678","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00093","9693","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00094","9747","चौहान वंश",8,"राजस्थान की झीलें","CONFIDENT","Content verified: Core examinable fact tests saline or freshwater lakes of Rajasthan."
"Q-00095","9749","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00096","9751","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00097","9752","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00098","9753","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00099","9754","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00100","9755","चौहान वंश",9,"राजस्थान की सिंचाई एवं सिंचाई परियोजनाएँ","CONFIDENT","Content verified: Core examinable fact tests irrigation canal networks, multipurpose river valley projects, and dams."
"Q-00101","9757","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00102","9758","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00103","9759","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00104","9760","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00105","9761","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00106","9766","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00107","9767","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00108","9768","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00109","9769","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00110","9771","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00111","9772","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00112","9775","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00113","9806","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00114","9816","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00115","9824","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00116","9872","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00117","9869","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00118","9870","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00119","9871","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00120","9985","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00121","9986","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00122","9987","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00123","9990","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00124","9991","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00125","9994","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00126","9995","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00127","9996","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00128","10005","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00129","10008","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00130","10010","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00131","10011","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00132","10013","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00133","10014","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00134","10016","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00135","10017","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00136","10081","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00137","10084","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00138","10086","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00139","10089","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00140","10094","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00141","10095","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00142","10099","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00143","10101","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00144","10118","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00145","10139","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00146","10172","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00147","10210","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00148","10211","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00149","10236","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00150","10090","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
"Q-00151","10272","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00152","10305","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00153","10306","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00154","10307","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact directly aligns with Master Topic 43 (चौहान वंश)."
"Q-00155","10329","चौहान वंश",43,"चौहान वंश","CONFIDENT","Content verified: Core examinable fact tests Chauhan rulers of Shakambhari, Ajmer, Ranthambore, and Jalore."
